"Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg Cost per Click","Impressions","Engine Click Thru Percent","Avg Pos","Trans Conv Percent","Total Cost/Trans","Amount","Total Cost","Total Volume of Bookings"
"K435","Google - US","43000000013072883","uk ticket","Broad","Western Europe Destinations","UK","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.9,44,9.09,2.09,0,0,0,11.6,0
"K435","Google - US","43000000014115628","paris airlines","Broad","Geo Targeted Miami","Miami to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.32,51,9.8,1.36,0,0,0,11.61,0
"K435","Google - US","43000000005278831","london flight","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.67,404,1.73,2.27,0,0,0,11.7,0
"K435","Google - US","43000000014111102","rome flight","Broad","Geo Targeted San Francisco","San Francisco to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.34,55,9.09,2.16,0,0,0,11.7,0
"K435","Google - US","43000000005278748","european ticket","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,1.3,546,1.65,2.25,0,0,0,11.72,0
"K435","Google - US","43000000013072585","spain cheap tickets","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.36,67,7.46,1.56,0,0,0,11.78,0
"K435","Google - US","43000000014125969","paris cheap airfare","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,1.96,35,17.14,1.2,0,0,0,11.78,0
"K435","Google - US","43000000014127861","paris air tickets","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,5.95,9,22.22,2.88,0,0,0,11.9,0
"K435","Google - US","43000000014116548","france flight","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,2.98,196,2.04,1.8,0,0,0,11.93,0
"K435","Google - US","43000000005278160","europe airports","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,3.99,642,0.47,1.23,0,0,0,11.96,0
"K435","Google - US","43000000005278280","barcelona fares","Broad","Google_Yearlong 2006","Google|Barcelona","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2,86,6.98,1.4,0,0,0,12.01,0
"K435","Google - US","43000000014120452","paris flight","Broad","Geo Targeted Detroit","Detroit to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.4,179,2.79,3.23,0,0,0,12.01,0
"K435","Google - US","43000000014109856","italy airlines","Broad","Geo Targeted San Francisco","San Francisco to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,3.01,445,0.9,3.9,0,0,0,12.04,0
"K435","Google - US","43000000014122210","rome flight","Broad","Geo Targeted DC","DC to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.03,105,3.81,1.54,0,0,0,12.1,0
"K435","Google - US","43000000014116537","barcelona flight","Broad","Geo Targeted Los Angeles","Los Angeles to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,6.09,46,4.35,1.29,0,0,0,12.19,0
"K435","Google - US","43000000014111159","paris air fare","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.03,37,16.22,1.22,0,0,0,12.2,0
"K435","Google - US","43000000014118097","rome flights","Broad","Geo Targeted Los Angeles","Los Angeles to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.44,165,3.03,1.23,0,0,0,12.21,0
"K435","Google - US","43000000014120377","france flight","Broad","Geo Targeted Detroit","Detroit to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.06,234,1.71,1.86,0,0,0,12.23,0
"K435","Google - US","43000000005278213","european airfare","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.45,136,3.68,1.99,0,0,0,12.24,0
"K435","Google - US","43000000005278450","frankfurt airport","Broad","Google_Yearlong 2006","Google|Frankfurt","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,4.08,877,0.34,1.05,0,0,0,12.24,0
"K435","Google - US","43000000014200667","europe flights","Broad","Geo Targeted Philadelphia","Europe Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,4.08,66,4.55,1.35,0,0,0,12.24,0
"K435","Google - US","43000000014121904","barcelona cheap tickets","Broad","Geo Targeted DC","DC to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.04,18,33.33,1.17,0,0,0,12.24,0
"K435","Google - US","43000000014121464","cheap international flights","Broad","Geo Targeted DC","Cheap International DC","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.45,213,2.35,4.35,0,0,0,12.25,0
"K435","Google - US","43000000014113714","paris cheap plane tickets","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,4,3.07,7,57.14,1,0,0,0,12.28,0
"K435","Google - US","43000000014115019","spain flights","Broad","Geo Targeted New York","New York to Spain Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.46,171,2.92,1.6,0,0,0,12.28,0
"K435","Google - US","43000000005278140","overseas tickets","Broad","Google_Yearlong 2006","Google|Overseas","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.76,128,5.47,1.81,0,0,0,12.3,0
"K435","Google - US","43000000014119894","rome airport","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.08,142,2.82,1.35,0,0,0,12.3,0
"K435","Google - US","43000000005278489","geneva flight","Broad","Google_Yearlong 2006","Google|Geneva","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,4.12,137,2.19,1.45,0,0,0,12.35,0
"K435","Google - US","43000000014200934","europe flights","Broad","Geo Targeted Los Angeles","Europe Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.06,358,1.68,2.07,0,0,0,12.36,0
"K435","Google - US","43000000005278725","spain plane tickets","Broad","Google_Yearlong 2006","Google|Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.48,35,14.29,1.52,0,0,0,12.38,0
"K435","Google - US","43000000005278265","milan airfare","Broad","Google_Yearlong 2006","Google|Milan","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,1.38,282,3.19,1.34,0,0,0,12.39,0
"K435","Google - US","43000000008357119","greece airfares","Broad","Google_Yearlong 2006","Google|Greece","greece","Position 5-10 Bid Strategy","Paused",6.25,6,2.07,157,3.82,1.54,0,0,0,12.4,0
"K435","Google - US","43000000005278099","italy fare","Broad","Google_Yearlong 2006","Google|Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,10,1.24,305,3.28,1.54,0,0,0,12.41,0
"K435","Google - US","43000000005277967","flight to frankfurt","Broad","Google_Yearlong 2006","Google|Frankfurt","flight","Position 5-10 Bid Strategy","Paused",6.25,5,2.49,37,13.51,2.17,0,0,0,12.46,0
"K435","Google - US","43000000014115087","spain cheap flights","Broad","Geo Targeted New York","New York to Spain Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.09,17,35.29,2.82,0,0,0,12.55,0
"K435","Google - US","43000000014113728","france cheap airline tickets","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,6,2.1,7,85.71,1,0,0,0,12.6,0
"K435","Google - US","43000000014117101","cheap international airfares","Broad","Geo Targeted Los Angeles","Cheap International Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,4.23,133,2.26,3.21,0,0,0,12.7,0
"K435","Google - US","43000000005287798","flight to stuttgart","Broad","Google_Yearlong 2006","Google|Stuttgart","stuttgart","Position 5-10 Bid Strategy","Paused",6.25,4,3.18,31,12.9,1.09,0,0,0,12.71,0
"K435","Google - US","43000000005278154","germany fares","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,1.42,216,4.17,1.78,0,0,0,12.77,0
"K435","Google - US","43000000013072171","spain ticket","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.83,84,8.33,1.38,0,0,0,12.79,0
"K435","Google - US","43000000014116746","cheap international airfare","Broad","Geo Targeted Los Angeles","Cheap International Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,3.2,95,4.21,1.63,0,0,0,12.81,0
"K435","Google - US","43000000014125239","paris airline","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,1.83,106,6.6,1.22,0,0,0,12.81,0
"K435","Google - US","43000000014200962","europe flight","Broad","Geo Targeted Detroit","Europe Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,3.21,292,1.37,2.08,0,0,0,12.83,0
"K435","Google - US","43000000014113178","italy tickets","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,4.28,102,2.94,2.42,0,0,0,12.84,0
"K435","Google - US","43000000014125616","paris cheap ticket","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.58,25,20,2,0,0,0,12.88,0
"K435","Google - US","43000000014114059","france airfare sales","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,4,3.23,10,40,1.1,0,0,0,12.9,0
"K435","Google - US","43000000014200682","europe flight","Broad","Geo Targeted New York","Europe New York","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.59,193,2.59,2,0,0,0,12.93,0
"K435","Google - US","43000000014122276","paris flight","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,1.62,226,3.54,2.38,0,0,0,12.93,0
"K435","Google - US","43000000005278003","florence airlines","Broad","Google_Yearlong 2006","Google|Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,6.49,625,0.32,2.09,0,0,0,12.98,0
"K435","Google - US","43000000005278707","athens fares","Broad","Google_Yearlong 2006","Google|Athens","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.85,154,4.55,1.81,0,0,0,12.97,0
"K435","Google - US","43000000005278637","turkey airfares","Broad","Google_Yearlong 2006","Google|Turkey","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,1.86,78,8.97,2.32,0,0,0,13.02,0
"K435","Google - US","43000000005277979","london airlines","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.17,310,1.94,3.2,0,0,0,13.02,0
"K435","Google - US","43000000005278169","england tickets","Broad","Google_Yearlong 2006","Google|England","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,4.47,145,2.07,1.72,0,0,0,13.41,0
"K435","Google - US","43000000005278756","overseas flight","Broad","Google_Yearlong 2006","Google|Overseas","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.36,114,3.51,1.96,0,0,0,13.43,0
"K435","Google - US","43000000013072795","spain cheap flight","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.36,171,2.34,1.69,0,0,0,13.43,0
"K435","Google - US","43000000014127354","paris cheap tickets","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.36,53,7.55,3.13,0,0,0,13.43,0
"K435","Google - US","43000000014125230","paris fares","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,3,4.48,47,6.38,1.4,0,0,0,13.44,0
"K435","Google - US","43000000013072836","madrid airfare","Broad","Western Europe Destinations","Madrid","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,12,1.12,350,3.43,3.86,0,0,0,13.47,0
"K435","Google - US","43000000005278701","turkey fares","Broad","Google_Yearlong 2006","Google|Turkey","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,1.69,94,8.51,1.52,0,0,0,13.55,0
"K435","Google - US","43000000014302633","india cheap flight","Broad","Outside Western Europe","India","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,2.28,62,9.68,1.39,0,0,0,13.65,0
"K435","Google - US","43000000005278786","madrid flight","Broad","Google_Yearlong 2006","Google|Madrid","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,1.73,786,1.02,1.7,0,0,0,13.84,0
"K435","Google - US","43000000014127384","rome airline","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.46,61,6.56,1.39,0,0,0,13.84,0
"K435","Google - US","43000000005287810","flight to hamburg","Broad","Google_Yearlong 2006","Google|Hamburg","hamburg","Position 5-10 Bid Strategy","Paused",6.25,5,2.78,33,15.15,1.12,0,0,0,13.88,0
"K435","Google - US","43000000014125959","paris airline tickets","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,8,1.74,33,24.24,1.52,0,0,0,13.93,0
"K435","Google - US","43000000014302643","india cheap ticket","Broad","Outside Western Europe","India","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.48,39,10.26,1.57,0,0,0,13.94,0
"K435","Google - US","43000000005278587","venice airfares","Broad","Google_Yearlong 2006","Google|Venice","venice","Position 5-10 Bid Strategy","Paused",6.25,5,2.8,63,7.94,1.75,0,0,0,13.98,0
"K435","Google - US","43000000005278132","international plane ticket","Broad","Google_Yearlong 2006","Google|International General","ticket","Position 5-10 Bid Strategy","Paused",6.25,3,4.66,58,5.17,2.24,0,0,0,13.99,0
"K435","Google - US","43000000013072764","uk tickets","Broad","Western Europe Destinations","UK","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.33,207,2.9,1.83,0,0,0,14,0
"K435","Google - US","43000000014201079","international flight","Broad","Geo Targeted Detroit","International Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.81,87,5.75,1.61,0,0,0,14.04,0
"K435","Google - US","43000000005278499","rome airports","Broad","Google_Yearlong 2006","Google|Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.81,458,1.09,2.35,0,0,0,14.05,0
"K435","Google - US","43000000014117413","paris ticket","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,3.53,93,4.3,1.68,0,0,0,14.14,0
"K435","Google - US","43000000014125205","paris air tickets","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.36,17,35.29,1.18,0,0,0,14.16,0
"K435","Google - US","43000000014121933","barcelona airline","Broad","Geo Targeted DC","DC to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.84,15,33.33,1.27,0,0,0,14.21,0
"K435","Google - US","43000000005287905","stuttgart flight","Broad","Google_Yearlong 2006","Google|Stuttgart","stuttgart","Position 5-10 Bid Strategy","Paused",6.25,6,2.37,77,7.79,1.06,0,0,0,14.24,0
"K435","Google - US","43000000014201057","europe flights","Broad","Geo Targeted Detroit","Europe Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.85,488,1.02,1.89,0,0,0,14.25,0
"K435","Google - US","43000000005287866","flight to cologne","Broad","Google_Yearlong 2006","Google|Cologne","cologne","Position 5-10 Bid Strategy","Paused",6.25,5,2.86,35,14.29,1.08,0,0,0,14.3,0
"K435","Google - US","43000000014113594","florence flights","Broad","Geo Targeted New York","New York to Florence Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,2.4,50,12,1.95,0,0,0,14.41,0
"K435","Google - US","43000000014122668","italy airline","Broad","Geo Targeted DC","DC to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,2.08,70,10,1.28,0,0,0,14.53,0
"K435","Google - US","43000000014127901","rome airfare","Broad","Geo Targeted Boston","Boston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,3,4.87,34,8.82,1.76,0,0,0,14.6,0
"K435","Google - US","43000000005278048","germany airports","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,2.95,383,1.31,1.69,0,0,0,14.73,0
"K435","Google - US","43000000014113753","athens cheap flights","Broad","Geo Targeted New York","New York to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,2.11,24,29.17,1,0,0,0,14.74,0
"K435","Google - US","43000000014116882","france tickets","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,4,3.69,74,5.41,1.65,0,0,0,14.75,0
"K435","Google - US","43000000013071254","florence flight","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,1.64,321,2.8,4.62,0,0,0,14.77,0
"K435","Google - US","43000000013072461","milan flight","Broad","Western Europe Destinations","Milan","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,10,1.48,375,2.67,3.48,0,0,0,14.78,0
"K435","Google - US","43000000014122745","italy cheap tickets","Broad","Geo Targeted DC","DC to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,5,2.96,37,13.51,1.13,0,0,0,14.81,0
"K435","Google - US","43000000014127998","paris airlines","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,1.85,906,0.88,1.41,0,0,0,14.81,0
