"","Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg. Cost per Click","Impressions","Engine Click Thru %","Avg. Pos.","Trans. Conv. %","Total Cost/ Trans","Amount","Total Cost","Total Volume of Bookings"
"2710","K435","Google - US",4.3e+16,"rome airlines","Broad","Western Europe Destinations","Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,14,1.35,1201,1.17,2.99,0,0,0,18.87,0
"2711","K435","Google - US",4.3e+16,"rome fare","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,2.71,60,11.67,1.17,0,0,0,18.95,0
"2712","K435","Google - US",4.3e+16,"european flight","Broad","Western Europe Destinations","Europe","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,10,1.9,281,3.56,1.33,0,0,0,18.96,0
"2713","K435","Google - US",4.3e+16,"england travel","Broad","Google_Yearlong 2006","Google|England","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,2.38,375,2.13,1.61,0,0,0,19.03,0
"2714","K435","Google - US",4.3e+16,"paris cheap airfare","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,2.73,22,31.82,1.18,0,0,0,19.11,0
"2715","K435","Google - US",4.3e+16,"paris airfare","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,2.13,88,10.23,2.08,0,0,0,19.16,0
"2716","K435","Google - US",4.3e+16,"overseas flights","Broad","Google_Yearlong 2006","Google|Overseas","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,2.74,207,3.38,2.38,0,0,0,19.19,0
"2717","K435","Google - US",4.3e+16,"paris tickets","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,5,3.84,372,1.34,1.57,0,0,0,19.19,0
"2718","K435","Google - US",4.3e+16,"paris airline","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,2.41,124,6.45,1.22,0,0,0,19.31,0
"2719","K435","Google - US",4.3e+16,"greece airfares","Broad","Western Europe Destinations","Greece","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,9,2.15,194,4.64,4.42,0,0,0,19.34,0
"2720","K435","Google - US",4.3e+16,"spain fares","Broad","Google_Yearlong 2006","Google|Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,10,1.95,257,3.89,2.01,0,0,0,19.49,0
"2721","K435","Google - US",4.3e+16,"hamburg","Broad","Google_Yearlong 2006","Google|Hamburg","hamburg","Position 5-10 Bid Strategy","Paused",6.25,5,3.91,887,0.56,1.09,0,0,0,19.53,0
"2722","K435","Google - US",4.3e+16,"madrid travel","Broad","Google_Yearlong 2006","Google|Madrid","madrid","Position 5-10 Bid Strategy","Paused",6.25,4,4.89,755,0.53,2.36,0,0,0,19.58,0
"2723","K435","Google - US",4.3e+16,"italy fares","Broad","Google_Yearlong 2006","Google|Italy","uncategorized","Postiion 1-4 Bid Strategy","Paused",6.25,11,1.79,283,3.89,1.69,0,0,0,19.64,0
"2724","K435","Google - US",4.3e+16,"paris fare","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,3.28,55,10.91,1.36,0,0,0,19.67,0
"2725","K435","Google - US",4.3e+16,"fly to milan","Broad","Google_Yearlong 2006","Google|Milan","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,15,1.32,118,12.71,1.92,0,0,0,19.77,0
"2726","K435","Google - US",4.3e+16,"european airline","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,2.22,639,1.41,1.39,0,0,0,19.94,0
"2727","K435","Google - US",4.3e+16,"turkey ticket","Broad","Western Europe Destinations","Turkey","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,10,2,141,7.09,1.68,0,0,0,19.96,0
"2728","K435","Google - US",4.3e+16,"paris flights","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,12,1.67,368,3.26,2.88,0,0,0,19.99,0
"2729","K435","Google - US",4.3e+16,"france flight","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,2.87,192,3.65,2.09,0,0,0,20.09,0
"2730","K435","Google - US",4.3e+16,"france flights","Broad","Geo Targeted Boston","Boston to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,9,2.23,903,1,1.95,0,0,0,20.1,0
"2731","K435","Google - US",4.3e+16,"spain airfares","Broad","Google_Yearlong 2006","Google|Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,13,1.56,139,9.35,2.47,0,0,0,20.22,0
"2732","K435","Google - US",4.3e+16,"international plane tickets","Broad","Google_Yearlong 2006","Google|International General","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,2.89,103,6.8,2.28,0,0,0,20.22,0
"2733","K435","Google - US",4.3e+16,"uk airlines","Broad","Google_Yearlong 2006","Google|UK","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,3.39,206,2.91,1.14,0,0,0,20.35,0
"2734","K435","Google - US",4.3e+16,"france airline","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,10,2.04,109,9.17,1.46,0,0,0,20.35,0
"2735","K435","Google - US",4.3e+16,"france flights","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,2.56,651,1.23,1.9,0,0,0,20.51,0
"2736","K435","Google - US",4.3e+16,"italy ticket","Broad","Google_Yearlong 2006","Google|Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,13,1.58,532,2.44,1.52,0,0,0,20.57,0
"2737","K435","Google - US",4.3e+16,"paris airports","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,11,1.88,230,4.78,1.13,0,0,0,20.65,0
"2738","K435","Google - US",4.3e+16,"international flights","Broad","Geo Targeted Los Angeles","International Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,3.45,697,0.86,4.55,0,0,0,20.71,0
"2739","K435","Google - US",4.3e+16,"london fares","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,2.3,150,6,1.96,0,0,0,20.72,0
"2740","K435","Google - US",4.3e+16,"paris airports","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,2.6,90,8.89,1.21,0,0,0,20.78,0
"2741","K435","Google - US",4.3e+16,"rome airfare","Broad","Geo Targeted New York","New York to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,3.48,15,40,1.07,0,0,0,20.85,0
"2742","K435","Google - US",4.3e+16,"madrid airfare","Broad","Google_Yearlong 2006","Google|Madrid","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,2.32,520,1.73,1.27,0,0,0,20.87,0
"2743","K435","Google - US",4.3e+16,"paris cheap tickets","Broad","Geo Targeted Los Angeles","Los Angeles to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,2.63,107,7.48,2.73,0,0,0,21.03,0
"2744","K435","Google - US",4.3e+16,"germany airfare","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,14,1.5,526,2.66,1.73,0,0,0,21.06,0
"2745","K435","Google - US",4.3e+16,"flight to venice","Broad","Western Europe Destinations","Venice","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,15,1.41,331,4.53,5.7,0,0,0,21.08,0
"2746","K435","Google - US",4.3e+16,"france air fare","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,9,2.35,62,14.52,1.53,0,0,0,21.16,0
"2747","K435","Google - US",4.3e+16,"overseas travel","Broad","Google_Yearlong 2006","Google|Overseas","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,3.03,306,2.29,2.21,0,0,0,21.2,0
"2748","K435","Google - US",4.3e+16,"rome airfare","Broad","Western Europe Destinations","Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,18,1.18,649,2.77,4.66,0,0,0,21.22,0
"2749","K435","Google - US",4.3e+16,"madrid tickets","Broad","Google_Yearlong 2006","Google|Madrid","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,3.04,761,0.92,1.79,0,0,0,21.25,0
"2750","K435","Google - US",4.3e+16,"european airfare","Broad","Western Europe Destinations","Europe","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,10,2.15,88,11.36,1.35,0,0,0,21.48,0
"2751","K435","Google - US",4.3e+16,"istanbul flights","Broad","Google_Yearlong 2006","Google|Istanbul","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,2.69,253,3.16,1.66,0,0,0,21.49,0
"2752","K435","Google - US",4.3e+16,"paris cheap flight","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,10,2.16,104,9.62,2.87,0,0,0,21.6,0
"2753","K435","Google - US",4.3e+16,"air france to europe","Broad","Western Europe Destinations","Europe Branded","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,21,1.03,137,15.33,1.01,0,0,0,21.69,0
"2754","K435","Google - US",4.3e+16,"barcelona flights","Broad","Geo Targeted DC","DC to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,9,2.42,182,4.95,1.71,0,0,0,21.77,0
"2755","K435","Google - US",4.3e+16,"rome ticket","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,4,5.46,50,8,1.18,0,0,0,21.83,0
"2756","K435","Google - US",4.3e+16,"germany ticket","Broad","Google_Yearlong 2006","Google|Germany","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,22,0.99,599,3.67,1.76,0,0,0,21.84,0
"2757","K435","Google - US",4.3e+16,"paris flight","Broad","Geo Targeted Miami","Miami to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,12,1.85,292,4.11,3.18,0,0,0,22.15,0
"2758","K435","Google - US",4.3e+16,"italy plane tickets","Broad","Google_Yearlong 2006","Google|Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,3.69,50,12,2.28,0,0,0,22.16,0
"2759","K435","Google - US",4.3e+16,"fly to rome","Broad","Western Europe Destinations","Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,19,1.17,532,3.57,6.56,0,0,0,22.24,0
"2760","K435","Google - US",4.3e+16,"rome tickets","Broad","Western Europe Destinations","Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,15,1.49,829,1.81,3.07,0,0,0,22.3,0
"2761","K435","Google - US",4.3e+16,"barcelona flight","Broad","Geo Targeted DC","DC to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,3.2,134,5.22,1.36,0,0,0,22.39,0
"2762","K435","Google - US",4.3e+16,"spain airline","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,14,1.6,509,2.75,1.32,0,0,0,22.45,0
"2763","K435","Google - US",4.3e+16,"turkey flight","Broad","Western Europe Destinations","Turkey","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,14,1.61,609,2.3,1.65,0,0,0,22.47,0
"2764","K435","Google - US",4.3e+16,"italy cheap tickets","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,8,2.81,22,36.36,1.63,0,0,0,22.49,0
"2765","K435","Google - US",4.3e+16,"london cheap tickets","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,11,2.05,313,3.51,2.78,0,0,0,22.5,0
"2766","K435","Google - US",4.3e+16,"italy cheap tickets","Broad","Western Europe Destinations","Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,23,0.98,667,3.45,5.28,0,0,0,22.56,0
"2767","K435","Google - US",4.3e+16,"london flights","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,11,2.06,463,2.38,3.41,0,0,0,22.7,0
"2768","K435","Google - US",4.3e+16,"rome airline","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,2.85,110,7.27,1.05,0,0,0,22.79,0
"2769","K435","Google - US",4.3e+16,"spain airfare","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,2.85,154,5.19,1.59,0,0,0,22.81,0
"2770","K435","Google - US",4.3e+16,"rome airline","Broad","Google_Yearlong 2006","Google|Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,16,1.43,492,3.25,1.81,0,0,0,22.83,0
"2771","K435","Google - US",4.3e+16,"paris cheap flight","Broad","Geo Targeted Boston","Boston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,10,2.3,63,15.87,2.41,0,0,0,22.99,0
"2772","K435","Google - US",4.3e+16,"cheap international flights","Broad","Geo Targeted Detroit","Cheap International Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,6,3.85,121,4.96,2.05,0,0,0,23.07,0
"2773","K435","Google - US",4.3e+16,"barcelona tickets","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,15,1.54,1783,0.84,5.58,0,0,0,23.09,0
"2774","K435","Google - US",4.3e+16,"rome fares","Broad","Google_Yearlong 2006","Google|Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,19,1.23,182,10.44,2.3,0,0,0,23.35,0
"2775","K435","Google - US",4.3e+16,"paris ticket","Broad","Geo Targeted Houston","Houston to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,3.36,141,4.96,1.45,0,0,0,23.5,0
"2776","K435","Google - US",4.3e+16,"florence flight","Broad","Google_Yearlong 2006","Google|Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,10,2.37,239,4.18,1.46,0,0,0,23.7,0
"2777","K435","Google - US",4.3e+16,"athens flights","Broad","Geo Targeted New York","New York to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,9,2.66,85,10.59,1.27,0,0,0,23.91,0
"2778","K435","Google - US",4.3e+16,"frankfurt flights","Broad","Google_Yearlong 2006","Google|Frankfurt","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,4,221,2.71,1.73,0,0,0,24.02,0
"2779","K435","Google - US",4.3e+16,"geneva airlines","Broad","Google_Yearlong 2006","Google|Geneva","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,8,3.01,142,5.63,1.45,0,0,0,24.1,0
"2780","K435","Google - US",4.3e+16,"france flight deals","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,5,4.84,68,7.35,2.03,0,0,0,24.21,0
"2781","K435","Google - US",4.3e+16,"italy cheap flights","Broad","Geo Targeted New York","New York to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,7,3.46,54,12.96,1.63,0,0,0,24.24,0
"2782","K435","Google - US",4.3e+16,"france flights","Broad","Geo Targeted Chicago","Chicago to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,12,2.03,938,1.28,1.63,0,0,0,24.3,0
"2783","K435","Google - US",4.3e+16,"paris cheap fares","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,9,2.72,42,21.43,1.4,0,0,0,24.46,0
"2784","K435","Google - US",4.3e+16,"madrid airline","Broad","Google_Yearlong 2006","Google|Madrid","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,11,2.24,575,1.91,1.41,0,0,0,24.62,0
"2785","K435","Google - US",4.3e+16,"international flights","Broad","Geo Targeted DC","International DC","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,8,3.09,567,1.41,5.2,0,0,0,24.71,0
"2786","K435","Google - US",4.3e+16,"rome ticket","Broad","Google_Yearlong 2006","Google|Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,12,2.06,361,3.32,1.68,0,0,0,24.72,0
"2787","K435","Google - US",4.3e+16,"istanbul cheap flights","Broad","Google_Yearlong 2006","Google|Istanbul","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,19,1.3,860,2.21,1.39,0,0,0,24.74,0
"2788","K435","Google - US",4.3e+16,"flights to nuremberg","Broad","Google_Yearlong 2006","Google|Nuremberg","nuremberg","Position 5-10 Bid Strategy","Paused",6.25,8,3.1,173,4.62,1.31,0,0,0,24.79,0
"2789","K435","Google - US",4.3e+16,"italy flight","Broad","Western Europe Destinations","Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,13,1.93,563,2.31,2.07,0,0,0,25.14,0
"2790","K435","Google - US",4.3e+16,"hamburg flights","Broad","Google_Yearlong 2006","Google|Hamburg","hamburg","Position 5-10 Bid Strategy","Paused",6.25,8,3.15,342,2.34,1.14,0,0,0,25.23,0
"2791","K435","Google - US",4.3e+16,"india airfare","Broad","Outside Western Europe","India","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,13,1.94,586,2.22,1.13,0,0,0,25.26,0
"2792","K435","Google - US",4.3e+16,"paris airline","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,12,2.11,136,8.82,1.29,0,0,0,25.36,0
"2793","K435","Google - US",4.3e+16,"fly to spain","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,11,2.31,197,5.58,1.46,0,0,0,25.39,0
"2794","K435","Google - US",4.3e+16,"india vacation","Broad","Outside Western Europe","India","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,7,3.63,750,0.93,1.33,0,0,0,25.4,0
"2795","K435","Google - US",4.3e+16,"cheap international flights","Broad","Geo Targeted Los Angeles","Cheap International Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,9,2.83,132,6.82,2.67,0,0,0,25.43,0
"2796","K435","Google - US",4.3e+16,"italy tickets","Broad","Western Europe Destinations","Italy","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,13,1.98,895,1.45,3,0,0,0,25.71,0
"2797","K435","Google - US",4.3e+16,"spain tickets","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,12,2.15,453,2.65,2.02,0,0,0,25.75,0
"2798","K435","Google - US",4.3e+16,"paris air ticket","Broad","Geo Targeted New York","New York to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,9,2.87,67,13.43,1.63,0,0,0,25.8,0
"2799","K435","Google - US",4.3e+16,"london airfare","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,16,1.62,797,2.01,2.73,0,0,0,25.94,0
"2800","K435","Google - US",4.3e+16,"france cheap airlines","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,10,2.6,105,9.52,1.13,0,0,0,25.99,0
"2801","K435","Google - US",4.3e+16,"paris cheap tickets","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,12,2.17,134,8.96,2.54,0,0,0,26,0
"2802","K435","Google - US",4.3e+16,"european flight","Broad","Google_Yearlong 2006","Google|Europe","discount","Position 5-10 Bid Strategy","Paused",6.25,11,2.37,398,2.76,1.61,0,0,0,26.04,0
"2803","K435","Google - US",4.3e+16,"international fare","Broad","Google_Yearlong 2006","Google|International General","internationalgeneral","Position 5-10 Bid Strategy","Paused",6.25,11,2.38,256,4.3,1.58,0,0,0,26.17,0
"2804","K435","Google - US",4.3e+16,"florence travel","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,11,2.38,1731,0.64,2.03,0,0,0,26.22,0
"2805","K435","Google - US",4.3e+16,"paris tickets","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,6,4.37,62,9.68,1.4,0,0,0,26.22,0
